label	ComposerLast	ComposerFirst	Composer	Work	Conductor	Performed	TimesPerf	NumConcerts	CumNumConcerts	NumHSOConcerts	CumNumHSOConcerts	Decade	First Date	Date	DayMonth	Year	Soloists	Comments	Venue	ConcertType	Chorus Conductor	Season	Sponsorship	Rating
Bach - Magnificat 2009-03-28	Bach	Johann Sebastian	"Bach, Johann Sebastian"	Magnificat	"Graf, Hans"	False	0	0	413	0	387	2000	3/28/2009	2009-03-28	28-Mar	2009	" Jane Jennings (s), Sharla Nafziger (s), Barbara Rearick (ms),  Daniel Weeks (t), Clayton Brainerd (bbar)"	"7:30 PM, at Joella and Stewart Morris Cultural Arts Center, Houston Baptist University"	Houston	Classical	"Hausmann, Charles"	08-09	HSO	
Sierra - Missa Latina 2009-04-30	Sierra	Roberto	"Sierra, Roberto"	Missa Latina	"Slatkin, Leonard"	True	3	3	416	3	390	2000	4/30/2009	2009-04-30	"30 Apr, 2/3 May"	2009	"Heidi Grant Murphy (s), Thomas Meglioranza (bar)"	"Extremely difficult, exhausting work commissioned by Leonard Slatkin for National Orchestra, first performance 2006. Houston is sixth performance (Puerto Rico twice, Honolulu, Milwaukee. Los Angeles will be #7).  Baritone Thomas Meglioranza replaced Nathaniel Webster at short notice due to illness."	Houston	Classical	"Hausmann, Charles"	08-09	HSO	*****
Mendelssohn - Elijah 2009-07-02	Mendelssohn	Felix    	"Mendelssohn, Felix"	Elijah	"Prieto, Carlos Miguel"	True	3	3	419	0	390	2000	7/2/2009	2009-07-02	2/4/5-Jul	2009	"Sally Dibblee(s), Carla Lïpez-Speziale(ms), Arturo Chac¢n-Cruz(t), Jorges Lagunes(bar); HSC solos: Carol Ostlind(s), Lisa Borak(s), Ashely Brooks(a), Shannon Langman(a), Chris Ortiz(t), Greg Smith(t), Jeff Goble(b), Alan Koziol(b);  HSC Ensembles: Becky Hamilton(s), Maria Yanez(s), Julie Frederick(s), Nancy Turner(a), Steffanie Dean(a), Don Howie(t), Tony Sessions(t), Albert LeDoux(t), Randy Boatright(t), Bruce Boyle(b), Kevin Newman(b), Roger Cutler(b), Ken Matthews(b)"	"In Sala Nezahualcoytl, with Orquesta Sinf¢nica de Mineria, Mexico City. An octet of HSC singers also performed the National Anthem at the US Embassy. "	Mexico	Classical	"Hausmann, Charles"	08-09	Independent	****
Haydn - Te Deum 2009-07-02	Haydn	Franz Joseph   	"Haydn, Franz Joseph"	Te Deum	"Prieto, Carlos Miguel"	True	3	0	419	0	390	2000	7/2/2009	2009-07-02	2/4/5-Jul	2009		"In Sala Nezahualcoytl, with Orquesta Sinf¢nica de Mineria, Mexico City. "	Mexico	Classical	"Hausmann, Charles"	08-09	Independent	***
Various - Video Games Live 2009-07-09	Various		Various	Video Games Live	"Wall, Jack"	True	2	2	421	2	392	2000	7/9/2009	2009-07-09	9-Jul	2009	"Tommy Tallarico (host and co-creator), Martin Leung (piano)"	Conductor Jack Wall is a co-creator.	Houston	Pops	"Hausmann, Charles"	08-09	HSO	*
Holst - The Planets 2009-07-12	Holst	Gustav    	"Holst, Gustav"	The Planets	"Graf, Hans"	False	0	0	421	0	392	2000	7/12/2009	2009-07-12	12-Jul	2009		"Recording session.  Small group of women of the Chorus singing backstage separated into two groups on the sides.  Charles repeated rhythms from video monitor.  Singers could not hear much, including each other."	Houston	Classical	"Hausmann, Charles"	08-09	HSO	
Fenton - Blue Planet Live 2009-07-24	Fenton	George	"Fenton, George"	Blue Planet Live	"Mitchell, Brett"	False	0	0	421	0	392	2000	7/24/2009	2009-07-24	24-Jul	2009		"Women of the Chorus, with HD NASA pictures of solar system"	Houston	Pops	"Hausmann, Charles"	08-09	HSO	
"Beethoven - Symphony #9, ""Choral"" 2009-10-01"	Beethoven	Ludwig van	"Beethoven, Ludwig van"	"Symphony #9, ""Choral"""	"LangrÇe, Louis"	True	3	3	424	1	393	2000	10/1/2009	2009-10-01	1/3/4-Oct	2009	"Jonita Lattimore(s), Margaret Lattimore(ms), John Daniecki(t), Jason Grant(bar)"	"S and MS probably not related, but they got along great.  High five during rehearsal new for most of us."	Houston	Classical	"Hausmann, Charles"	09-10	HSO	****
Holst - The Planets 2009-07-12	Holst	Gustav    	"Holst, Gustav"	The Planets	"Graf, Hans"	False	0	0	421	0	392	2000	7/12/2009	2009-07-12	12-Jul	2009		"Small group of women of the Chorus, with HD NASA pictures of solar system.  Dollar Concert."	Houston	Classical	"Hausmann, Charles"	09-10	HSO	
Various - Christmas Pops 2009-12-05	Various		Various	Christmas Pops	"Krajewski, Michael"	True	6	6	430	6	399	2000	12/5/2009	2009-12-05	5/6/11/12/13/13-Dec	2009	"William Joseph(piano), Dance of Asian America, Revolve Dance Company, Evan Tessier (Santa)"	"12/5 El Paso, 12/6 Conoco"	Houston	Pops	"Hausmann, Charles"	09-10	HSO	**
Handel - Messiah 2009-12-18	Handel	George Frideric	"Handel, George Frideric"	Messiah	"Warren-Green, Christopher"	True	4	4	434	4	403	2000	12/18/2009	2009-12-18	18/19/20/20-Dec	2009	"Kendra Colton(s), Charlotte Daw Paulsen(ms), Michael Slattery(t), Douglas Williams(b-bar) "	"2nd Dec 20 performance at First Methodist.  Billed as ""Candlelight"", many (fake) candles on stage mimicked period atmosphere."	Houston	Classical	"Hausmann, Charles"	09-10	HSO	****
Holst - The Planets 2010-01-21	Holst	Gustav    	"Holst, Gustav"	The Planets	"Graf, Hans"	False	0	0	434	0	403	2010	1/21/2010	2010-01-21	21/22/23/24-Jan	2010	"Duncan Copp, producer/director"	"Small group of women of the Chorus, with HD NASA pictures of solar system"	Houston	Classical	"Hausmann, Charles"	09-10	HSO	
Holst - The Planets 2010-01-28	Holst	Gustav    	"Holst, Gustav"	The Planets	"Graf, Hans"	False	0	0	434	0	403	2010	1/28/2010	2010-01-28	28-Jan	2010	"Duncan Copp, producer/director"	"Carnegie Hall, New York City.  Small group of women of the Chorus, with HD NASA pictures of solar system.  First concert of HSC members with HSO outside Texas."	New York City	Classical	"Hausmann, Charles"	09-10	HSO	
Holst - The Planets 2010-01-30	Holst	Gustav    	"Holst, Gustav"	The Planets	"Graf, Hans"	False	0	0	434	0	403	2010	1/30/2010	2010-01-30	30-Jan	2010	"Duncan Copp, producer/director"	"West Palm Beach Florida The Kravis Center for the Performing arts.  Small group of women of the Chorus, with HD NASA pictures of solar system. "	"West Palm Beach, Florida"	Classical	"Hausmann, Charles"	09-10	HSO	
Holst - The Planets 2010-01-31	Holst	Gustav    	"Holst, Gustav"	The Planets	"Graf, Hans"	False	0	0	434	0	403	2010	1/31/2010	2010-01-31	31-Jan	2010	"Duncan Copp, producer/director"	" Ft. Lauderdale Florida, The Broward Center for the Perfoming Arts.  Small group of women of the Chorus, with HD NASA pictures of solar system."	" Ft. Lauderdale, Florida"	Classical	"Hausmann, Charles"	09-10	HSO	
Mozart - Kyrie for Chorus and Orchestra 2010-03-05	Mozart	Wolfgang Amadeus   	"Mozart, Wolfgang Amadeus"	Kyrie for Chorus and Orchestra	"Graf, Hans"	True	3	3	437	3	406	2010	3/5/2010	2010-03-05	5/6/7-Mar	2010			Houston	Classical	"Hausmann, Charles"	09-10	HSO	****
Mozart - Requiem 2010-03-05	Mozart	Wolfgang Amadeus   	"Mozart, Wolfgang Amadeus"	Requiem	"Graf, Hans"	True	3	0	437	0	406	2010	3/5/2010	2010-03-05	5/6/7-Mar	2010	"Katherine Whyte(s), Paula Rasmussen(ms), James Taylor(t), Jason Grant(bar)"	Solo quartet ensemble excellent.	Houston	Classical	"Hausmann, Charles"	09-10	HSO	*****
Poulenc - Gloria in G Major 2010-05-13	Poulenc	Francis    	"Poulenc, Francis"	Gloria in G Major	"Graf, Hans"	True	3	3	440	3	409	2010	5/13/2010	2010-05-13	13/15/16-May	2010	Albina Shagimuratova(s)	Replaced work commissioned from Puts but not written.  Subtle and effective interpretation by Graf. 	Houston	Classical	"Hausmann, Charles"	09-10	HSO	*****
Various - Memorial Service 2010-07-09	Various		Various	Memorial Service	"Riehle, Kevin"	True	1	0	440	0	409	2010	7/9/2010	2010-07-09	7-Jul	2010		"Memorial service at St. Martins Episcopal Church for Marty Ambrose, HSC bass, radio personality, sometimes Pops narrator and member of the grizzled veterans, a group of chorus men of a certain age who play golf, smoke cigars and drink adult beverages.  Members of the HSC, Sons of Orpheus and St. Martins Chancel Choir sang Gowthrops SIng Me To Heaven, Brahms How Lovely is Thy Dwelling Place and Martins When I Survey the Wondrous Cross."	Houston	Memorial	"Hausmann, Charles"	09-10	Independent	
Holst - The Planets 2010-07-16	Holst	Gustav    	"Holst, Gustav"	The Planets	"Mitchell, Brett"	False	0	0	440	0	409	2010	7/16/2010	2010-07-16	16/17-Jul	2010	"Duncan Copp, producer/director"		Houston	Classical	"Hausmann, Charles"	09-10	HSO	
Uematsu - Distant Worlds From Final Fantasy 2010-07-24	Uematsu	Nobuo	"Uematsu, Nobuo"	Distant Worlds From Final Fantasy	"Roth, Arnie"	False	0	0	440	0	409	2010	7/24/2010	2010-07-24	24-Jul	2010	"Cassandra Black (s), Greg Smith (t), Michael Vaughn (bar)"		Houston	Pops	"Hausmann, Charles"	09-10	HSO	
Holst - The Planets 2010-09-31	Holst	Gustav    	"Holst, Gustav"	The Planets	"Graf, Hans"	False	0	0	440	0	409	2010	10/1/2010	2010-09-31	31-Sep	2010	"Duncan Copp, producer/director"	"Small group of women of the Chorus, with HD NASA pictures of solar system, Mitchell pavilion in the Woodlands"	Houston	Classical	"Hausmann, Charles"	10-11	HSO	
Siegel - Kaddish 2010-11-23	Siegel	Lawrence	"Siegel, Lawrence"	Kaddish	"Graf, Hans"	True	2	2	442	2	411	2010	11/23/2010	2010-11-23	23/23-Nov	2010	"Jessica Rivera (s), Margaret Lattimore (ms), Chad Shelton (t), James Maddelena (bar)"	"World Premier of orchestral version.  In collaboration with the Holocaust Museum Houston, the Symphony presented this work which chronicles the journey of Holocaust survivors.  First performance for school children."	Houston	Classical	"Hausmann, Charles"	10-11	HSO	*****
Various - Andrea Bocelli 2010-12-08	Various		Various	Andrea Bocelli	"Kohn, Eugene"	False	0	0	448	0	417	2010	12/8/2010	2010-12-08	8-Dec	2010	"Andrea Bocelli(t),  Anna Tifu(violin), Alexia Voulgaridou(s), Heather Headley(s)"	"Sang backup for Andrea Bocelli in opera choruses and Christmas music for a huge crowd (18,000+) in the Toyota Center.  Very popular concert, many encores. Expensive tickets ($75-$275+)"	Houston	Pops	"Hausmann, Charles"	10-11	HSO	
Various - Christmas Pops 2010-12-04	Various		Various	Christmas Pops	"Krajewski, Michael"	True	6	6	448	6	417	2010	12/4/2010	2010-12-04	4/5/10/11/12/12-Dec	2010	"Dan Menedez(Juggler), Sean Holshouser(Boy Soprano)
"	"12/4 El Paso, 12/5 Conoco; Karolju by Christopher Rouse difficult work in Latin, French, Swedish, Czech and German.  We skipped the sections in Italian, Russian and Spanish.  Sean Holhouser is the son of Scott Holshouser, HSO keyboard specialist and HSC accompanist."	Houston	Pops	"Hausmann, Charles"	10-11	HSO	****
Handel - Messiah 2010-12-17	Handel	George Frideric	"Handel, George Frideric"	Messiah	"Halls, Matthew"	True	3	3	451	3	420	2010	12/17/2010	2010-12-17	17/18/19-Dec	2010	"Katharine Whyte(s),  Jay Carter(cten), Thomas Cooley(t), Jeremy Galyon(b-bar) "	Candlelight again.	Houston	Classical	"Hausmann, Charles"	10-11	HSO	*****
Verdi - Requiem 2011-01-20	Verdi	Giuseppe	"Verdi, Giuseppe"	Requiem	"Dausgaard, Thomas"	True	3	3	454	3	423	2010	1/20/2011	2011-01-20	20/22/23-Jan	2011	"Angela Meade(s), Margaret Lattimore(ms), Garrett Sorenson(t), Morris Robinson(b)"	"Really bad chemistry between Dausgaard and HSC, but really good performance."	Houston	Classical	"Hausmann, Charles"	10-11	HSO	*****
Various - Pops Knockouts 2011-03-18	Various		Various	Pops Knockouts	"Krajewski, Michael"	True	3	3	457	3	426	2010	3/18/2011	2011-03-18	18/19/20-Mar	2011		"O Fortuna from Carmina Burana, Borodin Polovstian Dances, John Williams Duel of the Fates from The Phantom Menace, Battle Hymn of the Republic and choral version of 1812 Overture.  Stars and Stripes encore."	Houston	Pops	"Hausmann, Charles"	10-11	HSO	***
Prokofiev - Alexander Nevsky 2011-04-29	Prokofiev	Sergei    	"Prokofiev, Sergei"	Alexander Nevsky	"Wigglesworth, Mark"	True	3	3	460	3	429	2010	4/29/2011	2011-04-29	"29/30-Apr, 1-May"	2011	Jane Dutton (ms)	"Jane Dutton replaced Sascha Cooke, the originally scheduled soloist."	Houston	Classical	"Hausmann, Charles"	10-11	HSO	*****
Uematsu - Final Fantasy Distant Worlds 2011-07-16	Uematsu	Nobuo	"Uematsu, Nobuo"	Final Fantasy Distant Worlds	"Roth, Arnie"	False	0	0	460	0	429	2010	7/16/2011	2011-07-16	16-Jul	2011	Susan Calloway (vocalist)		Houston	Pops	"Hausmann, Charles"	10-11	HSO	
Shore - The Lord of the Rings 2011-07-22	Shore	Howard	"Shore, Howard"	The Lord of the Rings	"Wicki, Ludwig"	False	0	0	460	0	429	2010	7/22/2011	2011-07-22	22/23-Jul	2011	Kaitlyn Lusk (s)		Houston	Pops	"Hausmann, Charles"	10-11	HSO	
"Beethoven - Symphony #9, ""Choral"" 2011-09-08"	Beethoven	Ludwig van	"Beethoven, Ludwig van"	"Symphony #9, ""Choral"""	"Graf, Hans"	True	3	3	463	3	432	2010	9/8/2011	2011-09-08	8/9/10-Sep	2011	"Jessica Rivera(s), Sasha Cooke(ms), Gordon Gietz(t), Nathan Berg(bar)"	"Sep 8 performance at Sugar Land Baptist, Sep 9-10 Opening Night"	Houston	Classical	"Hausmann, Charles"	11-12	HSO	***
Davis - The Matrix Live 2011-11-03	Davis	Don	"Davis, Don"	The Matrix Live	"Davis, Don"	False	0	0	463	0	432	2010	11/3/2011	2011-11-03	3-Nov	2011		Movie soundtrack with movie projection	Houston	Pops	"Hausmann, Charles"	11-12	HSO	
Schubert - Mass #3 in Bb  2011-11-10	Schubert	Franz	"Schubert, Franz"	Mass #3 in Bb 	"Koenig, Christoph"	True	3	3	466	3	435	2010	11/10/2011	2011-11-10	10/12/13-Nov	2011	"Elizabeth Keusch(s),  Quinn Patrick(ms), Steven Tharp(t), Stephen Bryant(b)"		Houston	Classical	"Hausmann, Charles"	11-12	HSO	****
Various - Christmas Pops 2011-12-03	Various		Various	Christmas Pops	"Krajewski, Michael"	True	5	5	471	5	440	2010	12/3/2011	2011-12-03	3/4/9/10/11/11-Dec	2011	Mike Eldred(t)	"12/3 El Paso performance cancelled (El Paso is in the process of being taken over by Kinder Morgan), 12/4 Conoco"	Houston	Pops	"Hausmann, Charles"	11-12	HSO	***
Handel - Messiah 2011-12-15	Handel	George Frideric	"Handel, George Frideric"	Messiah	"Knapp, Christian"	True	4	4	475	4	444	2010	12/15/2011	2011-12-15	15/16/17/18-Dec	2011	"Yuia Van Doren(s),  Malin Fritz(a), Sean Panikkar(t), Michel Samuel(b-bar) "	Candlelight again. 12/15 Sugarland Baptist	Houston	Classical	"Hausmann, Charles"	11-12	HSO	****
Dvo?†k - Te Deum 2012-02-10	Dvo?†k	Antonin  	"Dvo?†k, Antonin"	Te Deum	"Hru?a, Jakub"	True	3	3	478	3	447	2010	2/10/2012	2012-02-10	10/11/12-Feb	2012	"Christine Goerke(s), Nathan Berg(bar)"		Houston	Classical	"Hausmann, Charles"	11-12	HSO	****
Borodin - Polovtsian Dances 2012-02-10	Borodin	Alexander    	"Borodin, Alexander"	Polovtsian Dances	"Hru?a, Jakub"	True	3	0	478	0	447	2010	2/10/2012	2012-02-10	10/11/12-Feb	2012			Houston	Classical	"Hausmann, Charles"	11-12	HSO	**
Handel - Israel in Egypt 2012-04-19	Handel	George Frideric	"Handel, George Frideric"	Israel in Egypt	"Hausmann, Charles"	True	1	1	479	0	447	2010	4/19/2012	2012-04-19	19-Apr	2012	"Melissa Givens(s), Kirsten Leslie(s), Ellie Jarrett Shales(ms), Daniel Mutlu(t), Jared Guest(b), Timothy Jones(b)"	"With HSO, At Beth Israel Synagogue"	Houston	Classical	"Hausmann, Charles"	11-12	HSO	**
Orff - Carmina Burana 2012-05-17	Orff	Carl	"Orff, Carl"	Carmina Burana	"Graf, Hans"	True	4	4	483	4	451	2010	5/17/2012	2012-05-17	17/18/19/20-May	2012	"Sherezade Panthaki(s), Mark Molomot(t), Hugh Russell (bar)"	"With Fort Bend Boys Choir (William R. Adams dir). Friday was ACCESS concert (shorter program, commentary)"	Houston	Classical	"Hausmann, Charles"	11-12	HSO	****
Bach - Es ist Genug 2012-05-17	Bach	Johann Sebastian	"Bach, Johann Sebastian"	Es ist Genug	"Graf, Hans"	False	0	0	483	0	451	2010	5/17/2012	2012-05-17	17/19/20-May	2012		"Small chorus from balcony, introducing Berg Violin Concerto which uses the chorale in the second movement.  Melody by J.R. Ahle.  Not on Friday ACCESS concert."	Houston	Classical	"Hausmann, Charles"	11-13	HSO	
"Beethoven - Symphony #9, ""Choral"" 2012-06-09"	Beethoven	Ludwig van	"Beethoven, Ludwig van"	"Symphony #9, ""Choral"""	"Krager, Franz"	True	1	1	484	0	451	2010	6/9/2012	2012-06-09	9-Jun	2012	"Cynthia Clayton(s), Heather Scanio(ms), Vale Rideout(t), Hector Vasquez(bar)"	"Opened the University of Houston?s Texas Music Festival 2012, at The U of H Moores Opera House. The orchestra, all young Festival participants, came from as far away as South Korea.  Orchestra performed in the main accurately but without much expression, soloists barely adequate."	Houston	Classical	"Hausmann, Charles"	11-12	Independent	**
Kondo - Legend of Zelda: Symphony of the Goddesses 2012-07-06	Kondo	Koji	"Kondo, Koji"	Legend of Zelda: Symphony of the Goddesses	"Noone, Eimear"	False	0	0	484	0	451	2010	7/6/2012	2012-07-06	6/7-Jul	2012		"Produced by Jason Michael Paul Productions, inc., and Nintendo. The Legend of Zelda is a trademark of Nintendo."	Houston	Pops	"Hausmann, Charles"	11-12	HSO	
Brahms - German Requiem 2012-09-20	Brahms	Johannes	"Brahms, Johannes"	German Requiem	"Graf, Hans"	True	2	2	486	2	453	2010	9/20/2012	2012-09-20	20/22-Sep	2012	"Joshua Hopkins(bar), Erin Morley(s)"		Houston	Classical	"Hausmann, Charles"	12-13	HSO	*****
"Brahms - NÑnie, ""Song of Lamentation"" 2012-09-20"	Brahms	Johannes	"Brahms, Johannes"	"NÑnie, ""Song of Lamentation"""	"Graf, Hans"	True	2	0	486	0	453	2010	9/20/2012	2012-09-20	20/22-Sep	2012			Houston	Classical	"Hausmann, Charles"	12-13	HSO	***
Various - Andrea Bocelli 2012-11-28	Various		Various	Andrea Bocelli	"Kohn, Eugene"	False	0	0	486	0	453	2010	11/28/2012	2012-11-28	28-Nov	2012	"Andrea Bocelli(t),  Maira Aleida(s), Katherine Jenkins(ms)"	"Sang backup for Andrea Bocelli in opera choruses and Christmas music for a huge crowd (18,000+) in the Toyota Center.  Very popular concert, many encores. Expensive tickets ($75-$375)"	Houston	Pops	"Hausmann, Charles"	12-13	HSO	
Various - Christmas Pops 2012-12-08	Various		Various	Christmas Pops	"Krajewski, Michael"	True	5	5	491	5	458	2010	12/8/2012	2012-12-08	8/14/15/16/16-Dec	2012	"Ashley Brown (vocalist), Ron Soloman (Santa)"	12/8 Conoco.  El Paso concert cancelled again.	Houston	Pops	"Hausmann, Charles"	12-13	HSO	***
Handel - Messiah 2012-12-20	Handel	George Frideric	"Handel, George Frideric"	Messiah	"Halls, Matthew"	True	5	5	496	5	463	2010	12/20/2012	2012-12-20	20/21/22/23/23-Dec	2012	"Gillian Keith(s), Jay Carter(ct), Chad Shelton(t), Brian Mulligan(bar)"	"12/20 Sugar Land Baptist, 12/23 First Methodist"	Houston	Classical	"Hausmann, Charles"	12-13	HSO	*****
Walton - Belshazzars Feast 2013-03-15	Walton	William    	"Walton, William"	Belshazzars Feast	"Lintu, Hannu"	True	3	3	499	3	466	2010	3/15/2013	2013-03-15	15/16/17-Mar	2013	Stephen Powell(bar)		Houston	Classical	"Hausmann, Charles"	12-13	HSO	****
Bruckner - Mass #3 in f-minor 2013-04-26	Bruckner	Anton	"Bruckner, Anton"	Mass #3 in f-minor	"Krager, Franz"	True	2	2	501	0	466	2010	4/26/2013	2013-04-26	26/27-Apr	2013	"Cynthia Clayton(s), Melanie Sonnenberg(ms), Joseph Evans(t), Timonthy Jones(b-bar), Sigurd ?gaard(organ)"	Performed at Grace Presbyterian Church with the Moores School Symphony Orchestra	Houston	Classical	"Hausmann, Charles"	12-14	Independent	
"Mahler - Symphony #2, ""Resurrection"" 2013-05-17"	Mahler	Gustav	"Mahler, Gustav"	"Symphony #2, ""Resurrection"""	"Graf, Hans"	True	2	2	503	2	468	2010	5/17/2013	2013-05-17	17/18-May	2013	"Erin Wall (s), Bernarda Fink (ms)"	Graf Farewell Concert	Houston	Classical	"Hausmann, Charles"	12-13	HSO	***
Badelt - Pirates of the Caribbean: The Curse of the Black Pearl 2013-05-30	Badelt	Klaus	"Badelt, Klaus"	Pirates of the Caribbean: The Curse of the Black Pearl	"Kraemer, Matthew"	False	0	0	503	0	468	2010	5/30/2013	2013-05-30	30-May	2013		Small group of men of the chorus	Houston	Pops	"Hausmann, Charles"	12-13	HSO	
Various - 100th Birthday Celebration 2013-06-21	Various		Various	100th Birthday Celebration	"Franz, Robert"	True	1	1	504	1	469	2010	6/21/2013	2013-06-21	21-Jun	2013	LaKisha Jones(voc)	"Centennial 100th Birthday Concert, Miller Outdoor Theater.  Short cut from Beethoven #9 and joined high school chorus in Be Our Guest from Beauty and the Beast.  U of H Cougar Marching Band, Westhide High School Inertia Dance Company, Memorial High School Choir."	Houston	Pops	"Hausmann, Charles"	13-14	HSO	**
Various - Video Games Live 2013-07-05	Various		Various	Video Games Live	"Fratianni, Emmanuel"	True	1	1	505	1	470	2010	7/5/2013	2013-07-05	5-Jul	2013	"Tommy Tallarico (host and co-creator), Laura Intravia(vocal)"		Houston	Pops	"Hausmann, Charles"	13-14	HSO	*
Rachmaninoff - The Bells 2013-09-26	Rachmaninoff	Sergei	"Rachmaninoff, Sergei"	The Bells	"Halls, Matthew"	True	3	3	508	3	473	2010	9/26/2013	2013-09-26	26/28/29-Sept	2013	"Jessica Rivera(s), Nathaniel Peake(t), David Pittsinger(b-bar)"		Houston	Classical	"Hausmann, Charles"	13-14	HSO	****
Various - Christmas Pops 2013-12-07	Various		Various	Christmas Pops	"Krajewski, Michael"	True	5	5	513	5	478	2010	12/7/2013	2013-12-07	7/13/14/15/15-Dec	2013	"Mirron Willis (Conoco), Daniel Cardinal DiNardo (Dec. 13), The Rev. Dr. Russell Levenson (Dec. 14),
Cindy Ratcliff (Dec. 15 ), Rev. Dr. Marcus D. Cosby, Senior Pastor (Dec. 15 ), narrators; Ron Soloman (Santa)"		Houston	Pops	"Hausmann, Charles"	13-14	HSO	***
Handel - Messiah 2013-12-19	Handel	George Frideric	"Handel, George Frideric"	Messiah	"McGegan, Nicholas"	False	0	0	513	0	478	2010	12/19/2013	2013-12-19	19/20/21/22-Dec	2013	"Dominique Labelle(s), Christopher Ainslee(ct), Thomas Cooley(t), Douglas Williams(bar)"	"12/19 Sugar Land Baptist, "	Houston	Classical	"Hausmann, Charles"	13-14	HSO	**
Holst - The Planets 2014-01-09	Holst	Gustav    	"Holst, Gustav"	The Planets	"Orozco-Estrada, AndrÇs"	False	0	0	513	0	478	2010	1/9/2014	2014-01-09	9/11/12-Jan	2014	"Duncan Copp, producer/director"	"Small group of women of the Chorus, with HD NASA pictures of solar system, Grace Community Church in Clear Lake."	Houston	Classical	"Hausmann, Charles"	13-14	HSO	
Beethoven - Mass in C Major 2014-03-21	Beethoven	Ludwig van	"Beethoven, Ludwig van"	Mass in C Major	"Lewis, Courtney"	True	3	3	516	3	481	2010	3/21/2014	2014-03-21	21/22/23-Mar	2014	"Katherine Whyte(s), Meg Bragle(ms), Lawrence Willford(t), Evan Boyer(b)"	Rafael FrÅhbeck de Burgos was scheduled to conduct but cancelled because of illness.  Courtney Lewis flew in at the last minute.	Houston	Classical	"Hausmann, Charles"	13-14	HSO	*****
Various - 100 Years of Broadway 2014-03-28	Various		Various	100 Years of Broadway	"Krajewski, Michael"	True	3	3	519	3	484	2010	3/28/2014	2014-03-28	28/29/30-Mar	2014	"Christine Noll(vocal), Rachel York(vocal), Christopher Johnstone(vocal)"		Houston	Pops	"Hausmann, Charles"	13-14	HSO	***
"Mahler - Symphony #8, ""Symphony of a Thousand"" 2014-05-09"	Mahler	Gustav    	"Mahler, Gustav"	"Symphony #8, ""Symphony of a Thousand"""	"Eschenbach, Christoph"	True	2	2	521	2	486	2010	5/9/2014	2014-05-09	9/10-May	2014	"Erin Wall(s-Magna Pedatrix), Twyla Robinson(s-Una poenitentium), Marisol Montalvo(s-Mater gloriosa), Kelley O?Connor(ms-Mulier Samaritana), Jill Grove(ms-Maria Aegyptiaca), John Pickle(t-Doctor Marianus), Markus Werba(bar-Pater ecstaticus), John Relyea(b-Pater profundis)"	"Fort Bend Boys Choir of Texas (William R. Adams, founder and artistic director), 
Houston Boychoir (Carole Nelson, artistic director). HSC joined by alumni and members of: Prairie View A&M University Chorus (A. Jan Taylor, director),  Clear Creek High School Choir (James Park, director), Clear Lake High School Choir (Raul Dominquez, director). "	Houston	Classical	"Hausmann, Charles"	13-14	HSO	****
"Mahler - Symphony #2, ""Resurrection"" 2014-06-07"	Mahler	Gustav    	"Mahler, Gustav"	"Symphony #2, ""Resurrection"""	"Krager, Franz"	True	1	1	522	0	486	2010	6/7/2014	2014-06-07	6-Jun	2014	"Cynthia Clayton(s), Melanie Sonnenberg(ms)"	"With Texas Music Festival Orchestra at U of H, Moores Opera House"	Houston	Classical	"Hausmann, Charles"	13-14	Independent	***
Various - rePLAY: Video Games 2014-07-05	Various		Various	rePLAY: Video Games	"Burns, Miriam"	False	0	0	522	0	486	2010	7/5/2014	2014-07-05	5-Jul	2014			Houston	Pops	"Hausmann, Charles"	14-15	HSO	
Giacchino - Star Trek 2014-07-18	Giacchino	Michael	"Giacchino, Michael"	Star Trek	"Kitsopoulos, Constantine"	False	0	0	522	0	486	2010	7/18/2014	2014-07-18	18-Jul	2014			Houston	Pops	"Hausmann, Charles"	14-15	HSO	
Giacchino - Star Trek into Darkness 2014-07-19	Giacchino	Michael	"Giacchino, Michael"	Star Trek into Darkness	"Kitsopoulos, Constantine"	False	0	0	522	0	486	2010	7/19/2014	2014-07-19	19-Jul	2014			Houston	Pops	"Hausmann, Charles"	14-15	HSO	
"Brahms - Schicksalslied, ""Song of Destiny"" 2014-08-28"	Brahms	Johannes	"Brahms, Johannes"	"Schicksalslied, ""Song of Destiny"""	"Prieto, Carlos Miguel"	False	0	0	522	0	486	2010	8/28/2014	2014-08-28	28/30/31-Aug	2014			Mexico	Classical	"Hausmann, Charles"	14-15	Independent	
"Beethoven - Symphony #9, ""Choral"" 2014-08-28"	Beethoven	Ludwig van	"Beethoven, Ludwig van"	"Symphony #9, ""Choral"""	"Prieto, Carlos Miguel"	False	0	0	522	0	486	2010	8/28/2014	2014-08-28	28/29/30/31-Aug	2014	"Maria Katzarava(s), Ana Hasler(a), Michael Hendrick(t), Diogenes Randes(b) "	"Joined by Coro Filarmonico Universitario, director Jack Goodwin"	Mexico	Classical	"Hausmann, Charles"	14-15	Independent	
Mozart - Requiem 2014-11-20	Mozart	Wolfgang Amadeus   	"Mozart, Wolfgang Amadeus"	Requiem	"Orozco-Estrada, AndrÇs"	True	3	3	526	3	489	2010	11/20/2014	2014-11-20	20/22/23-Nov	2014	"Yulia Van Doren(s), Elizabeth DeShong(ms), Joel Prieto(t), Evan Boyer(b)"		Houston	Classical	"Weber, Betsy"	14-15	HSO	***
